id,tokencount,department,messagecount,method,created_on,updated_on
2237,167,ITM-KM81,2,Chat,2023-12-14 05:55:24.678575,2023-12-14 05:55:24.678582
2238,191,ITM-KM81,3,Chat,2023-12-14 05:55:52.735703,2023-12-14 05:55:52.735711
2240,17,ITM-KM81,1,Chat,2023-12-14 05:56:37.064759,2023-12-14 05:56:37.064765
2244,340,ITM-KM82,1,Chat,2023-12-14 07:07:25.635412,2023-12-14 07:07:25.635418
2249,315,ITM-KM83,2,Chat,2023-12-14 07:43:10.066038,2023-12-14 07:43:10.066044
2252,834,ITM-KM82,1,Chat,2023-12-14 07:46:53.320812,2023-12-14 07:46:53.320818
2254,176,RIT-RL,1,Chat,2023-12-14 07:48:35.706802,2023-12-14 07:48:35.706808
2260,129,KVR-II/44,1,Chat,2023-12-14 07:57:34.378869,2023-12-14 07:57:34.378875
2261,656,ITM-KM81,2,Chat,2023-12-14 07:57:58.289916,2023-12-14 07:57:58.289921
2264,56,ITM-IBS342,1,Chat,2023-12-14 08:12:43.165081,2023-12-14 08:12:43.165087
2267,300,ITM-KM82,1,Chat,2023-12-14 08:13:15.803407,2023-12-14 08:13:15.803413
2276,1929,ITM-KM83,1,Brainstorm,2023-12-14 08:19:48.761219,2023-12-14 08:19:48.761224
2277,931,ITM-KM84,1,Brainstorm,2023-12-14 08:19:56.853323,2023-12-14 08:19:56.853328
2278,2725,ITM-KM83,1,Sum,2023-12-14 08:23:25.467156,2023-12-14 08:23:25.467160
2279,3255,ITM-KM83,1,Sum,2023-12-14 08:24:30.407172,2023-12-14 08:24:30.407177
2280,2706,ITM-KM83,1,Sum,2023-12-14 08:24:47.242740,2023-12-14 08:24:47.242745
2283,29,ITM-KM8,1,Chat,2023-12-14 08:25:58.593261,2023-12-14 08:25:58.593267
2286,268,RIT-I-A1,1,Chat,2023-12-14 08:30:23.240851,2023-12-14 08:30:23.240858
2287,146,ITM-KM8,4,Chat,2023-12-14 08:36:31.355014,2023-12-14 08:36:31.355020
2289,215,ITM-KM8,6,Chat,2023-12-14 08:37:25.930705,2023-12-14 08:37:25.930711
2293,209,RIT-RL-BdR,1,Chat,2023-12-14 08:44:58.470257,2023-12-14 08:44:58.470263
2296,1129,RIT-RL-BdR,1,Brainstorm,2023-12-14 08:47:16.542759,2023-12-14 08:47:16.542763
2731,4277,KVR-GL/31,1,Sum,2023-12-15 12:13:34.386354,2023-12-15 12:13:34.386358
2732,4645,KVR-GL/31,1,Sum,2023-12-15 12:17:38.552707,2023-12-15 12:17:38.552711
2734,336,POR-5/3,1,Chat,2023-12-15 13:14:04.871668,2023-12-15 13:14:04.871674
2740,542,ITM-KM-IL,3,Chat,2023-12-15 13:42:32.593409,2023-12-15 13:42:32.593415
2741,144,RIT-I-A2,2,Chat,2023-12-15 13:42:55.413560,2023-12-15 13:42:55.413566
2742,702,ITM-KM-IL,4,Chat,2023-12-15 13:46:44.466879,2023-12-15 13:46:44.466886
2743,290,ITM-KM82,1,Chat,2023-12-15 13:50:16.926086,2023-12-15 13:50:16.926093
2745,3615,ITM-KM82,3,Chat,2023-12-15 13:51:44.184639,2023-12-15 13:51:44.184644
2748,212,ITM-KM82,1,Chat,2023-12-15 14:05:14.713962,2023-12-15 14:05:14.713969
2750,499,ITM-KM82,2,Chat,2023-12-15 14:07:24.894117,2023-12-15 14:07:24.894123
2751,914,ITM-KM82,3,Chat,2023-12-15 14:11:42.635785,2023-12-15 14:11:42.635791
2754,341,PLAN-HAIV,1,Chat,2023-12-15 22:20:49.220779,2023-12-15 22:20:49.220789
2783,870,RIT-RL-BdR,1,Brainstorm,2023-12-18 08:24:45.972393,2023-12-18 08:24:45.972398
2784,2129,RIT-RL-BdR,1,Brainstorm,2023-12-18 08:25:20.036776,2023-12-18 08:25:20.036781
2785,720,ITM-KM72,4,Chat,2023-12-18 08:26:43.830608,2023-12-18 08:26:43.830614
2786,718,ITM-BdWL,1,Chat,2023-12-18 08:49:33.394460,2023-12-18 08:49:33.394467
2787,742,ITM-BdWL,1,Chat,2023-12-18 08:49:59.352618,2023-12-18 08:49:59.352624
2792,2942,POR,1,Chat,2023-12-18 09:33:06.099132,2023-12-18 09:33:06.099139
2794,4213,POR,3,Chat,2023-12-18 09:34:10.932368,2023-12-18 09:34:10.932374
2795,1446,POR,1,Brainstorm,2023-12-18 09:35:15.078400,2023-12-18 09:35:15.078406
2796,5284,POR,1,Sum,2023-12-18 09:36:10.280009,2023-12-18 09:36:10.280014
2798,1121,POR,1,Brainstorm,2023-12-18 09:43:54.513823,2023-12-18 09:43:54.513829
2800,1184,ITM-KM72,6,Chat,2023-12-18 09:50:07.827960,2023-12-18 09:50:07.827965
2801,1006,POR,1,Brainstorm,2023-12-18 09:50:19.360177,2023-12-18 09:50:19.360182
2803,186,KR-GSM-GEO-GG,1,Chat,2023-12-18 09:59:20.809827,2023-12-18 09:59:20.809833
2805,548,KR-GSM-GEO-GG,3,Chat,2023-12-18 10:44:47.488879,2023-12-18 10:44:47.488886
2807,1790,KR-GSM-GEO-GG,4,Chat,2023-12-18 10:48:46.066800,2023-12-18 10:48:46.066806
114,357,ITM-KM83,1,Chat,2023-12-01 08:07:20.291183,2023-12-01 08:07:20.291189
119,84,ITM-IBS61,1,Chat,2023-12-01 09:15:31.538979,2023-12-01 09:15:31.538986
120,16,ITM-KM83,1,Chat,2023-12-01 09:16:37.063379,2023-12-01 09:16:37.063385
122,334,ITM-KM83,1,Chat,2023-12-01 09:17:24.629571,2023-12-01 09:17:24.629578
131,1358,ITM-KM83,3,Chat,2023-12-01 09:18:23.878640,2023-12-01 09:18:23.878646
134,94,KVR-IV-BD IT25,1,Chat,2023-12-01 09:18:29.447834,2023-12-01 09:18:29.447859
137,361,RKU-II-5,1,Chat,2023-12-01 09:18:47.326883,2023-12-01 09:18:47.326890
138,1394,ITM-KM83,3,Chat,2023-12-01 09:18:47.470516,2023-12-01 09:18:47.470523
140,379,ITM-IBS131,3,Chat,2023-12-01 09:19:04.423806,2023-12-01 09:19:04.423812
143,1543,ITM-IBS53,3,Chat,2023-12-01 09:19:54.644307,2023-12-01 09:19:54.644313
149,521,RIT-I-A2,1,Chat,2023-12-01 09:20:21.938898,2023-12-01 09:20:21.938904
150,495,KVR-IV-BD IT25,4,Chat,2023-12-01 09:20:29.431389,2023-12-01 09:20:29.431419
152,1809,PLAN-HAI-23,1,Sum,2023-12-01 09:20:34.880685,2023-12-01 09:20:34.880690
158,937,ITM-KM83,1,Brainstorm,2023-12-01 09:21:03.747813,2023-12-01 09:21:03.747817
160,8044,KVR-III/2322,1,Sum,2023-12-01 09:21:15.569011,2023-12-01 09:21:15.569015
161,1227,RKU-II-5,5,Chat,2023-12-01 09:21:22.658344,2023-12-01 09:21:22.658351
162,1598,RKU-II-5,6,Chat,2023-12-01 09:21:39.149071,2023-12-01 09:21:39.149078
163,1104,RIT-I-A2,2,Chat,2023-12-01 09:21:41.934764,2023-12-01 09:21:41.934771
164,500,ITM-KM54,3,Chat,2023-12-01 09:21:47.896561,2023-12-01 09:21:47.896567
165,1142,KVR-IV-BD IT25,5,Chat,2023-12-01 09:21:55.360361,2023-12-01 09:21:55.360368
166,1758,ITM-KM83,4,Chat,2023-12-01 09:21:56.467346,2023-12-01 09:21:56.467353
167,906,ITM-IBS131,5,Chat,2023-12-01 09:21:56.527620,2023-12-01 09:21:56.527626
168,1910,RKU-II-5,7,Chat,2023-12-01 09:22:02.936599,2023-12-01 09:22:02.936605
169,46,ITM-KM82,1,Chat,2023-12-01 09:22:13.698633,2023-12-01 09:22:13.698639
170,2247,ITM-KM83,5,Chat,2023-12-01 09:22:18.154844,2023-12-01 09:22:18.154853
171,288,KVR-II/L,1,Chat,2023-12-01 09:22:19.167878,2023-12-01 09:22:19.167885
172,792,ITM-KM54,1,Brainstorm,2023-12-01 09:22:25.259022,2023-12-01 09:22:25.259027
173,833,ITM-KM83,1,Brainstorm,2023-12-01 09:22:27.392512,2023-12-01 09:22:27.392516
174,2279,RKU-II-5,8,Chat,2023-12-01 09:22:34.248409,2023-12-01 09:22:34.248416
175,3774,ITM-KM54,1,Sum,2023-12-01 09:22:34.928062,2023-12-01 09:22:34.928066
176,59,ITM-KM82,2,Chat,2023-12-01 09:22:36.607087,2023-12-01 09:22:36.619635
177,1354,ITM-KM84,1,Sum,2023-12-01 09:22:40.082918,2023-12-01 09:22:40.082924
178,2320,RKU-II-5,9,Chat,2023-12-01 09:22:46.422537,2023-12-01 09:22:46.422543
179,3075,ITM-KM83,6,Chat,2023-12-01 09:22:46.640341,2023-12-01 09:22:46.640347
180,207,ITM-KM82,3,Chat,2023-12-01 09:22:49.099777,2023-12-01 09:22:49.099784
181,3066,ITM-KM54,1,Sum,2023-12-01 09:22:51.096753,2023-12-01 09:22:51.096758
182,379,ITM-KM84,1,Chat,2023-12-01 09:22:58.150456,2023-12-01 09:22:58.150463
183,1137,RIT-I-A2,3,Chat,2023-12-01 09:23:05.234312,2023-12-01 09:23:05.234319
184,604,ITM-IBS61,1,Chat,2023-12-01 09:23:06.449679,2023-12-01 09:23:06.449686
185,1733,RIT-I-A2,3,Chat,2023-12-01 09:23:07.635119,2023-12-01 09:23:07.635127
186,2421,KVR-IV-BD IT25,1,Sum,2023-12-01 09:23:11.563578,2023-12-01 09:23:11.563585
187,1000,ITM-IBS61,1,Brainstorm,2023-12-01 09:23:20.719746,2023-12-01 09:23:20.719751
188,981,KVR-III/2322,1,Brainstorm,2023-12-01 09:23:23.134148,2023-12-01 09:23:23.134152
189,383,ITM-KM84,1,Chat,2023-12-01 09:23:31.158275,2023-12-01 09:23:31.158281
190,15,STR-SPD-Volt-Büro,1,Chat,2023-12-01 09:23:34.719607,2023-12-01 09:23:34.719614
191,934,KVR-II/L,2,Chat,2023-12-01 09:23:34.994648,2023-12-01 09:23:34.994654
192,822,ITM-IBS342,1,Brainstorm,2023-12-01 09:23:59.237734,2023-12-01 09:23:59.237738
193,1159,ITM-KM83,1,Brainstorm,2023-12-01 09:24:27.447885,2023-12-01 09:24:27.447890
194,135,STR-SPD-Volt-Büro,1,Chat,2023-12-01 09:25:04.871036,2023-12-01 09:25:04.871043
195,64,ITM-KM83,1,Chat,2023-12-01 09:25:21.280868,2023-12-01 09:25:21.280875
196,1132,ITM-KM83,2,Chat,2023-12-01 09:25:23.305715,2023-12-01 09:25:23.305722
197,1163,ITM-KM83,1,Chat,2023-12-01 09:25:46.027376,2023-12-01 09:25:46.027383
198,1189,ITM-KM83,2,Chat,2023-12-01 09:25:56.896599,2023-12-01 09:25:56.896604
199,1484,KVR-II/L,1,Brainstorm,2023-12-01 09:26:02.431830,2023-12-01 09:26:02.431834
200,1189,ITM-KM83,2,Chat,2023-12-01 09:26:05.497151,2023-12-01 09:26:05.497203
201,200,ITM-IBS131,1,Chat,2023-12-01 09:26:19.868411,2023-12-01 09:26:19.868419
202,3438,RKU-II-5,1,Sum,2023-12-01 09:26:31.110611,2023-12-01 09:26:31.110615
203,65,RBS-3-0552,1,Chat,2023-12-01 09:26:44.821654,2023-12-01 09:26:44.821662
204,341,KVR-IV-BD IT25,1,Chat,2023-12-01 09:26:51.700331,2023-12-01 09:26:51.700337
205,1150,BAU-T312,1,Brainstorm,2023-12-01 09:26:54.859781,2023-12-01 09:26:54.859786
206,106,RBS-3-0552,2,Chat,2023-12-01 09:26:56.362301,2023-12-01 09:26:56.362307
207,866,STR-SPD-Volt-Büro,1,Brainstorm,2023-12-01 09:27:25.547740,2023-12-01 09:27:25.547744
208,330,RBS-3-0552,3,Chat,2023-12-01 09:27:32.694332,2023-12-01 09:27:32.694339
209,289,D-GL3-GPM,1,Chat,2023-12-01 09:27:33.466439,2023-12-01 09:27:33.466445
210,437,D-GL3-GPM,2,Chat,2023-12-01 09:28:00.740582,2023-12-01 09:28:00.740589
211,667,KR-GSM-GEO-GG,1,Brainstorm,2023-12-01 09:28:15.185390,2023-12-01 09:28:15.185395
212,1071,KVR-II/44,1,Brainstorm,2023-12-01 09:28:22.793144,2023-12-01 09:28:22.793148
213,750,RBS-3-0552,4,Chat,2023-12-01 09:28:30.112926,2023-12-01 09:28:30.112932
214,83,ITM-KM54,1,Chat,2023-12-01 09:28:33.628492,2023-12-01 09:28:33.628499
215,2125,ITM-IBS53,4,Chat,2023-12-01 09:28:54.546138,2023-12-01 09:28:54.546143
216,1407,KR-GSM-GEO-GG,1,Brainstorm,2023-12-01 09:28:57.391689,2023-12-01 09:28:57.391694
217,721,ITM-KM45,1,Chat,2023-12-01 09:29:18.069315,2023-12-01 09:29:18.069321
218,2727,ITM-IBS53,5,Chat,2023-12-01 09:29:50.949449,2023-12-01 09:29:50.949456
219,147,ITM-KM54,2,Chat,2023-12-01 09:30:47.627805,2023-12-01 09:30:47.627812
220,927,ITM-KM45,2,Chat,2023-12-01 09:30:59.022577,2023-12-01 09:30:59.022583
221,850,KVR-III/2322,1,Brainstorm,2023-12-01 09:31:05.560828,2023-12-01 09:31:05.560834
222,1488,ITM-KM45,3,Chat,2023-12-01 09:31:37.134441,2023-12-01 09:31:37.134447
223,1067,RIT-I-A2,1,Brainstorm,2023-12-01 09:31:58.437841,2023-12-01 09:31:58.437846
224,1709,ITM-KM45,4,Chat,2023-12-01 09:32:25.707833,2023-12-01 09:32:25.707840
225,210,RKU-II-5,1,Chat,2023-12-01 09:32:42.881665,2023-12-01 09:32:42.881673
226,2071,ITM-KM45,5,Chat,2023-12-01 09:33:03.817450,2023-12-01 09:33:03.817457
227,237,STR-SPD-Volt-Büro,1,Chat,2023-12-01 09:33:24.636867,2023-12-01 09:33:24.636872
228,212,RKU-II-1,1,Chat,2023-12-01 09:34:03.703675,2023-12-01 09:34:03.703683
229,364,RKU-II-1,2,Chat,2023-12-01 09:34:19.670408,2023-12-01 09:34:19.670415
230,40,ITM-KM8,1,Chat,2023-12-01 09:34:24.560532,2023-12-01 09:34:24.560540
231,660,RKU-II-1,3,Chat,2023-12-01 09:34:48.798695,2023-12-01 09:34:48.798702
232,2516,ITM-KM45,6,Chat,2023-12-01 09:34:57.734899,2023-12-01 09:34:57.734906
233,193,ITM-KM8,2,Chat,2023-12-01 09:35:11.157067,2023-12-01 09:35:11.157073
234,758,RKU-II-1,4,Chat,2023-12-01 09:35:34.423336,2023-12-01 09:35:34.423343
235,2927,ITM-KM45,7,Chat,2023-12-01 09:36:12.196018,2023-12-01 09:36:12.196026
236,292,ITM-KM8,3,Chat,2023-12-01 09:36:27.573905,2023-12-01 09:36:27.573911
237,1214,RBS-3-0552,5,Chat,2023-12-01 09:36:44.034908,2023-12-01 09:36:44.034914
238,417,ITM-KM8,4,Chat,2023-12-01 09:36:54.738231,2023-12-01 09:36:54.738238
239,1636,RBS-3-0552,6,Chat,2023-12-01 09:37:39.225269,2023-12-01 09:37:39.225275
240,3490,ITM-KM45,8,Chat,2023-12-01 09:37:51.235729,2023-12-01 09:37:51.235781
241,855,BAU-T312,1,Brainstorm,2023-12-01 09:38:04.113110,2023-12-01 09:38:04.113115
242,628,ITM-KM8,5,Chat,2023-12-01 09:38:36.827324,2023-12-01 09:38:36.827331
243,2582,D-GL3-GPM,1,Sum,2023-12-01 09:38:56.990468,2023-12-01 09:38:56.990473
244,811,ITM-KM8,6,Chat,2023-12-01 09:39:14.343058,2023-12-01 09:39:14.343065
245,511,ITM-KM84,2,Chat,2023-12-01 09:39:14.379961,2023-12-01 09:39:14.379967
246,1031,BAU-T312,1,Brainstorm,2023-12-01 09:39:21.405124,2023-12-01 09:39:21.405130
247,1008,ITM-KM8,7,Chat,2023-12-01 09:39:23.459174,2023-12-01 09:39:23.459181
248,346,RIT-RL-BdR,1,Chat,2023-12-01 09:39:24.437931,2023-12-01 09:39:24.437938
249,2724,D-GL3-GPM,1,Sum,2023-12-01 09:39:34.933833,2023-12-01 09:39:34.933844
250,799,RIT-RL-BdR,2,Chat,2023-12-01 09:39:37.589641,2023-12-01 09:39:37.589647
252,164,MSE-PDIGIT-SB2,1,Chat,2023-12-01 09:39:45.825048,2023-12-01 09:39:45.825055
253,588,ITM-KM84,3,Chat,2023-12-01 09:39:50.408123,2023-12-01 09:39:50.408130
256,1256,RIT-RL-BdR,3,Chat,2023-12-01 09:39:54.879995,2023-12-01 09:39:54.880002
264,215,ITM-KM73,1,Chat,2023-12-01 09:40:40.043072,2023-12-01 09:40:40.043088
265,1196,ITM-KM84,1,Brainstorm,2023-12-01 09:40:50.004198,2023-12-01 09:40:50.004203
268,223,ITM-KM83,1,Chat,2023-12-01 09:41:04.409686,2023-12-01 09:41:04.409692
271,368,MSE-PDIGIT-SB2,3,Chat,2023-12-01 09:41:26.827191,2023-12-01 09:41:26.827198
277,569,ITM-KM83,2,Chat,2023-12-01 09:42:47.149427,2023-12-01 09:42:47.149434
280,766,ITM-KM81,1,Brainstorm,2023-12-01 09:43:16.077341,2023-12-01 09:43:16.077346
285,888,POR-2/13,2,Chat,2023-12-01 09:44:05.781387,2023-12-01 09:44:05.781394
287,1265,ITM-KM83,4,Chat,2023-12-01 09:44:44.766513,2023-12-01 09:44:44.766519
288,1339,S-III-S/GW,1,Brainstorm,2023-12-01 09:44:51.564688,2023-12-01 09:44:51.564693
290,1068,ITM-IBS131,1,Brainstorm,2023-12-01 09:44:56.607091,2023-12-01 09:44:56.607096
291,2310,ITM-KM82,1,Sum,2023-12-01 09:45:08.392063,2023-12-01 09:45:08.392068
294,1636,POR-2/13,3,Chat,2023-12-01 09:45:28.379695,2023-12-01 09:45:28.379782
1219,815,MOR-GB2.35,6,Chat,2023-12-07 09:32:32.961520,2023-12-07 09:32:32.961526
1222,1368,MOR-GB2.35,9,Chat,2023-12-07 09:33:39.326907,2023-12-07 09:33:39.326913
1231,842,PLAN-HAI-22,1,Chat,2023-12-07 09:58:36.377786,2023-12-07 09:58:36.377792
1235,957,ITM-IBS131,3,Chat,2023-12-07 10:17:46.111439,2023-12-07 10:17:46.111446
1237,622,ITM-KM-IL,1,Brainstorm,2023-12-07 10:42:58.174581,2023-12-07 10:42:58.174585
2242,119,ITM-KM81,1,Chat,2023-12-14 05:57:29.751381,2023-12-14 05:57:29.751392
2251,291,ITM-KM82,1,Chat,2023-12-14 07:44:52.373158,2023-12-14 07:44:52.373163
2253,3562,RBS-KITA-SB,1,Sum,2023-12-14 07:47:18.390484,2023-12-14 07:47:18.390488
2255,949,RIT-RL,1,Brainstorm,2023-12-14 07:49:24.123983,2023-12-14 07:49:24.123987
2256,899,RBS-KITA-SB,1,Chat,2023-12-14 07:52:09.469038,2023-12-14 07:52:09.469045
2257,410,KVR-I/2212,1,Chat,2023-12-14 07:54:23.860763,2023-12-14 07:54:23.860770
2265,3007,D-GL3-GPM,1,Sum,2023-12-14 08:12:44.407222,2023-12-14 08:12:44.407226
2266,1685,ITM-KM83,1,Brainstorm,2023-12-14 08:13:06.826938,2023-12-14 08:13:06.826942
2269,1764,ITM-KM83,1,Brainstorm,2023-12-14 08:14:41.334244,2023-12-14 08:14:41.334248
2270,1011,KVR-IV-BD L,1,Brainstorm,2023-12-14 08:15:12.140298,2023-12-14 08:15:12.140302
2271,1600,ITM-IBS342,1,Brainstorm,2023-12-14 08:16:59.214891,2023-12-14 08:16:59.214894
2272,1388,ITM-KM83,1,Brainstorm,2023-12-14 08:18:21.558696,2023-12-14 08:18:21.558700
2273,1622,ITM-KM84,1,Brainstorm,2023-12-14 08:18:42.001855,2023-12-14 08:18:42.001859
2274,1944,ITM-KM83,1,Brainstorm,2023-12-14 08:18:48.322845,2023-12-14 08:18:48.322849
2275,1449,ITM-KM83,1,Brainstorm,2023-12-14 08:19:34.238517,2023-12-14 08:19:34.238521
2281,2891,ITM-KM83,1,Sum,2023-12-14 08:25:36.899574,2023-12-14 08:25:36.899578
2284,64,ITM-KM8,2,Chat,2023-12-14 08:26:16.041808,2023-12-14 08:26:16.041814
2288,189,ITM-KM8,5,Chat,2023-12-14 08:37:10.711421,2023-12-14 08:37:10.711427
2292,949,POR-5/3,3,Chat,2023-12-14 08:38:56.531683,2023-12-14 08:38:56.531689
2295,735,RIT-RL-BdR,3,Chat,2023-12-14 08:46:09.793777,2023-12-14 08:46:09.793783
2297,1561,RBS-GL-GPAMA,1,Brainstorm,2023-12-14 08:47:39.941357,2023-12-14 08:47:39.941361
2299,959,ITM-KM82,1,Brainstorm,2023-12-14 08:48:38.631497,2023-12-14 08:48:38.631503
2736,195,ITM-KM-IL,1,Chat,2023-12-15 13:39:55.412430,2023-12-15 13:39:55.412436
2737,194,ITM-KM-IL,1,Chat,2023-12-15 13:40:13.622862,2023-12-15 13:40:13.622868
2738,310,ITM-KM-IL,2,Chat,2023-12-15 13:40:25.252891,2023-12-15 13:40:25.252897
2739,66,RIT-I-A2,1,Chat,2023-12-15 13:41:44.424679,2023-12-15 13:41:44.424683
2744,2507,ITM-KM82,2,Chat,2023-12-15 13:51:18.538460,2023-12-15 13:51:18.538466
2746,3538,ITM-KM-IL,1,Brainstorm,2023-12-15 13:52:11.609167,2023-12-15 13:52:11.609171
2747,924,ITM-KM-IL,1,Chat,2023-12-15 13:53:15.014811,2023-12-15 13:53:15.014818
2752,2023,KVR-GL/31,1,Brainstorm,2023-12-15 14:11:58.320013,2023-12-15 14:11:58.320018
2809,3104,KR-GSM-GEO-GG,6,Chat,2023-12-18 10:54:37.281269,2023-12-18 10:54:37.281275
2811,756,KR-GSM-GEO-GG,1,Chat,2023-12-18 11:06:55.309482,2023-12-18 11:06:55.309488
2813,675,RIT-I-A2,2,Chat,2023-12-18 11:31:28.532847,2023-12-18 11:31:28.532853
2814,3843,KR-GSM-GEO-GG,8,Chat,2023-12-18 12:04:08.703808,2023-12-18 12:04:08.703814
2818,102,KVR-II/311 EDV,1,Chat,2023-12-18 12:48:22.800831,2023-12-18 12:48:22.800838
2820,696,ITM-BdWL,1,Chat,2023-12-18 12:51:40.381289,2023-12-18 12:51:40.381295
2826,203,RKU-II-1,1,Chat,2023-12-18 12:54:11.951659,2023-12-18 12:54:11.951664
2827,1052,ITM-IBS43,1,Brainstorm,2023-12-18 12:54:59.380684,2023-12-18 12:54:59.380689
2828,203,RKU-II-1,1,Chat,2023-12-18 12:55:00.642803,2023-12-18 12:55:00.642809
2830,64,PLAN-WS,1,Chat,2023-12-18 12:56:40.121668,2023-12-18 12:56:40.121674
2833,8820,PLAN-WS,3,Chat,2023-12-18 12:57:26.668822,2023-12-18 12:57:26.668828
2839,1564,PLAN-WS,2,Chat,2023-12-18 13:01:46.901565,2023-12-18 13:01:46.901571
2840,1903,PLAN-WS,3,Chat,2023-12-18 13:04:37.013546,2023-12-18 13:04:37.013552
2841,1107,POR-5/3,1,Brainstorm,2023-12-18 13:21:22.106697,2023-12-18 13:21:22.106703
2842,631,POR-5/3,1,Brainstorm,2023-12-18 13:21:43.126199,2023-12-18 13:21:43.126204
2844,328,ITM-KM-IL,1,Chat,2023-12-18 13:24:10.954914,2023-12-18 13:24:10.954921
2845,521,ITM-KM-IL,2,Chat,2023-12-18 13:24:27.930675,2023-12-18 13:24:27.930682
2847,2996,POR-5/3,1,Sum,2023-12-18 13:24:43.414551,2023-12-18 13:24:43.414557
2848,501,ITM-KM-IL,2,Chat,2023-12-18 13:26:14.013790,2023-12-18 13:26:14.013797
2849,762,ITM-KM-IL,1,Brainstorm,2023-12-18 13:27:46.297063,2023-12-18 13:27:46.297068
2850,801,ITM-KM-IL,3,Chat,2023-12-18 13:28:31.777402,2023-12-18 13:28:31.777408
2851,453,ITM-KM83,1,Chat,2023-12-18 13:39:07.492995,2023-12-18 13:39:07.493002
2852,187,RBS-ZIM-SÜD-1,1,Chat,2023-12-18 14:08:54.775234,2023-12-18 14:08:54.775276
2853,860,KVR-II/311 EDV,4,Chat,2023-12-18 14:18:43.599891,2023-12-18 14:18:43.599897
2855,762,KVR-I/2212,3,Chat,2023-12-18 14:27:37.031947,2023-12-18 14:27:37.031952
2858,831,KVR-II/L,2,Chat,2023-12-18 14:51:12.686173,2023-12-18 14:51:12.686179
2863,701,ITM-KM-IL,2,Chat,2023-12-19 06:30:22.261647,2023-12-19 06:30:22.261657
2864,1146,ITM-KM-IL,3,Chat,2023-12-19 06:39:18.659760,2023-12-19 06:39:18.659766
2866,1537,ITM-IBS131,1,Chat,2023-12-19 07:52:31.721438,2023-12-19 07:52:31.721445
2867,185,ITM-BdWL,1,Chat,2023-12-19 07:53:00.039389,2023-12-19 07:53:00.039396
2869,130,ITM-KM72,1,Chat,2023-12-19 08:08:53.819217,2023-12-19 08:08:53.819223
2870,306,ITM-KM72,2,Chat,2023-12-19 08:09:34.230643,2023-12-19 08:09:34.230649
2877,932,ITM-IBS411,4,Chat,2023-12-19 09:02:42.013855,2023-12-19 09:02:42.013862
2878,1153,ITM-IBS411,5,Chat,2023-12-19 09:03:10.924493,2023-12-19 09:03:10.924500
2879,1346,ITM-IBS411,6,Chat,2023-12-19 09:03:30.442606,2023-12-19 09:03:30.442612
2880,1673,ITM-IBS411,7,Chat,2023-12-19 09:03:49.444675,2023-12-19 09:03:49.444682
2881,212,ITM-KM82,1,Chat,2023-12-19 09:17:44.286322,2023-12-19 09:17:44.286329
2882,410,ITM-KM82,2,Chat,2023-12-19 09:25:59.032856,2023-12-19 09:25:59.032863
2888,496,RIT-RL-BdR,1,Brainstorm,2023-12-19 09:58:52.517056,2023-12-19 09:58:52.517064
2890,819,RIT-RL-BdR,1,Brainstorm,2023-12-19 09:59:09.479166,2023-12-19 09:59:09.479172
2894,575,RIT-I-A2,3,Chat,2023-12-19 09:59:42.788354,2023-12-19 09:59:42.788359
2895,576,RIT-I-A2,3,Chat,2023-12-19 09:59:44.631776,2023-12-19 09:59:44.631781
2897,707,RIT-I-A2,3,Chat,2023-12-19 09:59:48.534594,2023-12-19 09:59:48.534600
2900,7428,RIT-RL-BdR,1,Sum,2023-12-19 10:03:20.959777,2023-12-19 10:03:20.959783
2902,312,RBS-KITA-SB,1,Chat,2023-12-19 10:06:37.193344,2023-12-19 10:06:37.193351
2910,1233,RBS-KITA-SB,1,Brainstorm,2023-12-19 10:18:09.871600,2023-12-19 10:18:09.871607
2912,345,RIT-RL-BdR,1,Chat,2023-12-19 10:19:16.221051,2023-12-19 10:19:16.221057
2913,475,ITM-IBS324,1,Chat,2023-12-19 10:27:45.589090,2023-12-19 10:27:45.589097
2917,187,ITM-KM82,1,Chat,2023-12-19 10:49:35.740437,2023-12-19 10:49:35.740444
2919,287,MOR-GB2.45,1,Chat,2023-12-19 12:05:42.416344,2023-12-19 12:05:42.416352
2921,239,KVR-II/311 EDV,1,Chat,2023-12-19 12:20:00.819744,2023-12-19 12:20:00.819750
2924,735,KVR-II/311 EDV,2,Chat,2023-12-19 12:22:01.146942,2023-12-19 12:22:01.146948
2925,712,KVR-GL/531,1,Brainstorm,2023-12-19 12:22:33.126441,2023-12-19 12:22:33.126445
251,261,ITM-KM82,1,Chat,2023-12-01 09:39:44.973104,2023-12-01 09:39:44.973111
254,3701,ITM-KM45,9,Chat,2023-12-01 09:39:52.628450,2023-12-01 09:39:52.628456
258,1024,ITM-KM8,8,Chat,2023-12-01 09:40:14.781483,2023-12-01 09:40:14.781489
267,85,POR-2/13,1,Chat,2023-12-01 09:41:03.494122,2023-12-01 09:41:03.494128
270,245,RIT-RL-BdR,1,Chat,2023-12-01 09:41:13.947871,2023-12-01 09:41:13.947877
273,1539,ITM-KM81,1,Brainstorm,2023-12-01 09:41:51.654036,2023-12-01 09:41:51.654041
278,1628,POR-2/13,1,Sum,2023-12-01 09:43:00.510354,2023-12-01 09:43:00.510358
279,1014,ITM-KM83,3,Chat,2023-12-01 09:43:12.125537,2023-12-01 09:43:12.125544
281,1901,ITM-IBS131,1,Sum,2023-12-01 09:43:30.293748,2023-12-01 09:43:30.293755
